"id_student_panel","subject","grade","treated","school","cd_etab","chain_id","scale_linked","theta_linked"
"Y3P_4049","French",3,1,"EL MAKKI ENNACIRI","27094Z","french_chain1",TRUE,1.52163840851693
"Y3P_4061","French",3,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,-1.25978643883667
"Y3P_4083","French",3,0,"OUM EL BANINE","26368K","french_chain1",TRUE,-0.603663813814502
"Y3P_4096","French",3,1,"EL MAKKI ENNACIRI","27094Z","french_chain1",TRUE,0.910566776932224
"Y3P_4109","French",3,1,"ABDERRAHMANE HJIRA","24457H","french_chain1",TRUE,-0.228846381157125
"Y3P_4112","French",3,1,"ABDERRAHMANE HJIRA","24457H","french_chain1",TRUE,0.264189158504852
"Y3P_4126","French",3,1,"ECOLE ABDELKRIM EL KHATIB","25823T","french_chain1",TRUE,1.03200220095458
"Y3P_4136","French",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","french_chain1",TRUE,1.39211002827329
"Y3P_4153","French",3,1,"ECOLE IBN TOUFAIL","27147G","french_chain1",TRUE,0.138398881251486
"Y3P_4156","French",3,0,"OUM EL BANINE","26368K","french_chain1",TRUE,0.264189158504851
"Y3P_4168","French",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","french_chain1",TRUE,0.00175676946159424
"Y3P_4184","French",3,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","french_chain1",TRUE,0.825140378889181
"Y3P_4185","French",3,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,0.592384740646353
"Y3P_4194","French",3,1,"AL FARABI","27200P","french_chain1",TRUE,0.735609282040133
"Y3P_421","French",3,0,"E HOMMANE EL FETOUAKI","26461L","french_chain1",TRUE,-1.10410890872619
"Y3P_4210","French",3,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,1.29013459311193
"Y3P_4215","French",3,0,"E OUKBA BNOU NAFII","25341U","french_chain1",TRUE,1.18331742477143
"Y3P_4219","French",3,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","french_chain1",TRUE,1.35861420112115
"Y3P_4221","French",3,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","french_chain1",TRUE,1.14650682448743
"Y3P_4222","French",3,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","french_chain1",TRUE,-0.148062717254813
"Y3P_4254","French",3,0,"ECOLE PRIMAIRE ERHAMNA","01621L","french_chain1",TRUE,0.910566776932224
"Y3P_4258","French",3,1,"ECOLE IBN TOUFAIL","27147G","french_chain1",TRUE,1.18331742477143
"Y3P_4264","French",3,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,0.323587347659649
"Y3P_4265","French",3,0,"AHMED BOUKMAKH","26501E","french_chain1",TRUE,-0.404605767756299
"Y3P_4273","French",3,1,"IBNOU MISSKAWAIHE","27772L","french_chain1",TRUE,0.54192420874857
"Y3P_4278","French",3,0,"ECOLE PRIMAIRE SOUALEM","14375Z","french_chain1",TRUE,-1.10410890872619
"Y3P_4284","French",3,0,"E DRISS BENZAKRI","25969B","french_chain1",TRUE,0.910566776932222
"Y3P_4291","French",3,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","french_chain1",TRUE,1.18331742477143
"Y3P_4293","French",3,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","french_chain1",TRUE,0.380906132769905
"Y3P_4298","French",3,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,0.780919979286563
"Y3P_4304","French",3,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","french_chain1",TRUE,0.323587347659649
"Y3P_4309","French",3,0,"OULED SIDI ABDENNEBI","01738N","french_chain1",TRUE,0.641423938505934
"Y3P_4312","French",3,0,"OULED SIDI ABDENNEBI","01738N","french_chain1",TRUE,-0.314169978877257
"Y3P_4322","French",3,1,"ECOLE SIDI ALI","08138V","french_chain1",TRUE,1.07088550685414
"Y3P_4338","French",3,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","french_chain1",TRUE,0.0715645413093847
"Y3P_4355","French",3,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,-0.83326260802363
"Y3P_4363","French",3,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","french_chain1",TRUE,-1.43246943297424
"Y3P_4365","French",3,1,"ECOLE ABDELKRIM EL KHATIB","25823T","french_chain1",TRUE,-0.500832957319056
"Y3P_4398","French",3,1,"ECOLE IBRAHIM ROUDANI","23361S","french_chain1",TRUE,1.07088550685414
"Y3P_4402","French",3,0,"ECOLE PRIMAIRE SOUALEM","14375Z","french_chain1",TRUE,0.951888113855442
"Y3P_4419","French",3,1,"ECOLE TIKNI","08099C","french_chain1",TRUE,0.910566776932215
"Y3P_4420","French",3,1,"ECOLE TIKNI","08099C","french_chain1",TRUE,1.10904119340074
"Y3P_4446","French",3,1,"AL FARABI","27200P","french_chain1",TRUE,0.82514037888918
"Y3P_4465","French",3,1,"IBNOU MISSKAWAIHE","27772L","french_chain1",TRUE,0.91056677693222
"Y3P_4479","French",3,1,"ECOLE PRIMAIRE ENNOUR","26477D","french_chain1",TRUE,1.32463031309189
"Y3P_4504","French",3,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","french_chain1",TRUE,-0.071333334589448
"Y3P_4509","French",3,0,"AHMED BOUKMAKH","26501E","french_chain1",TRUE,0.54192420874857
"Y3P_4516","French",3,0,"EL FALAH","18168X","french_chain1",TRUE,0.00175676946159317
"Y3P_4522","French",3,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","french_chain1",TRUE,0.780919979286563
"Y3P_4531","French",3,1,"ENNAHDA","18163S","french_chain1",TRUE,0.071564541309385
"Y3P_4533","French",3,1,"ENNAHDA","18163S","french_chain1",TRUE,-0.404605767756299
"Y3P_4536","French",3,1,"ENNAHDA","18163S","french_chain1",TRUE,0.202528656205829
"Y3P_4540","French",3,0,"ECOLE PRIMAIRE ELMARWA","27527V","french_chain1",TRUE,-0.83326260802363
"Y3P_4546","French",3,1,"LISSANE EDDINE IBN ALKHATIB","27199N","french_chain1",TRUE,0.264189158504852
"Y3P_4547","French",3,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","french_chain1",TRUE,0.541924208748569
"Y3P_4576","French",3,0,"E HOMMANE EL FETOUAKI","26461L","french_chain1",TRUE,0.689136736371579
"Y3P_4580","French",3,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","french_chain1",TRUE,0.78091997928656
"Y3P_4584","French",3,0,"OUM EL BANINE","26368K","french_chain1",TRUE,0.99235090861252
"Y3P_4604","French",3,0,"ECOLE PRIMAIRE  EL KODS","01788T","french_chain1",TRUE,1.10904119340073
"Y3P_4608","French",3,0,"ECOLE PRIMAIRE  EL KODS","01788T","french_chain1",TRUE,1.03200220095458
"Y3P_4613","French",3,0,"ECOLE PRIMAIRE  EL KODS","01788T","french_chain1",TRUE,1.32463031309189
"Y3P_4637","French",3,1,"ECOLE MOUAD BEN JABAL","25822S","french_chain1",TRUE,1.25510191097486
"Y3P_4639","French",3,1,"ECOLE MOUAD BEN JABAL","25822S","french_chain1",TRUE,1.25510191097487
"Y3P_4648","French",3,0,"ECOLE PRIMAIRE  EL KODS","01788T","french_chain1",TRUE,0.202528656205828
"Y3P_4654","French",3,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","french_chain1",TRUE,0.992350908612521
"Y3P_4660","French",3,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","french_chain1",TRUE,-0.148062717254813
"Y3P_4661","French",3,0,"CENTRALE EL AOUNATE","08101E","french_chain1",TRUE,0.951888113855437
"Y3P_4670","French",3,1,"LISSANE EDDINE IBN ALKHATIB","27199N","french_chain1",TRUE,1.03200220095458
"Y3P_4674","French",3,0,"ECOLE PRIMAIRE AHL LOUGHLAM CHARKIA","01722W","french_chain1",TRUE,0.489937395294117
"Y3P_4693","French",3,0,"ECOLE PRIMAIRE ELMARWA","27527V","french_chain1",TRUE,-0.148062717254813
"Y3P_4695","French",3,0,"E ERRAHMA","20901T","french_chain1",TRUE,-0.314169978877257
"Y3P_470","French",3,1,"AL FARABI","27200P","french_chain1",TRUE,-0.500832957319056
"Y3P_4708","French",3,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,0.0715645413093835
"Y3P_4722","French",3,1,"ECOLE IBN TOUFAIL","27147G","french_chain1",TRUE,0.82514037888918
"Y3P_4734","French",3,1,"ECOLE IBRAHIM ROUDANI","23361S","french_chain1",TRUE,0.436307893898244
"Y3P_4738","French",3,1,"ECOLE IBRAHIM ROUDANI","23361S","french_chain1",TRUE,0.138398881251486
"Y3P_4767","French",3,1,"LISSANE EDDINE IBN ALKHATIB","27199N","french_chain1",TRUE,1.03200220095457
"Y3P_4786","French",3,0,"ABI BAKR ESSADDIK","01727B","french_chain1",TRUE,1.07088550685414
"Y3P_4792","French",3,0,"E 11 JANVIER","26108C","french_chain1",TRUE,0.641423938505935
"Y3P_4800","French",3,0,"E 11 JANVIER","26108C","french_chain1",TRUE,-0.314169978877258
"Y3P_4805","French",3,0,"E 11 JANVIER","26108C","french_chain1",TRUE,0.202528656205829
"Y3P_4810","French",3,0,"E 11 JANVIER","26108C","french_chain1",TRUE,0.592384740646352
"Y3P_4813","French",3,0,"E 11 JANVIER","26108C","french_chain1",TRUE,-0.714077309309472
"Y3P_4819","French",3,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,0.95188811385545
"Y3P_4821","French",3,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,0.735609282040133
"Y3P_4824","French",3,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,1.07088550685414
"Y3P_4850","French",3,0,"AHMED BOUKMAKH","26501E","french_chain1",TRUE,-0.500832957319054
"Y3P_4854","French",3,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,0.592384740646353
"Y3P_4860","French",3,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","french_chain1",TRUE,-0.071333334589448
"Y3P_4864","French",3,1,"ECOLE ABDELKRIM EL KHATIB","25823T","french_chain1",TRUE,1.25510191097486
"Y3P_4878","French",3,0,"OULED SIDI ABDENNEBI","01738N","french_chain1",TRUE,0.202528656205829
"Y3P_4886","French",3,0,"E DRISS BENZAKRI","25969B","french_chain1",TRUE,-0.0713333345894479
"Y3P_4912","French",3,0,"ECOLE PRIMAIRE ELMARWA","27527V","french_chain1",TRUE,-0.962675208301685
"Y3P_4917","French",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","french_chain1",TRUE,-0.500832957319053
"Y3P_4921","French",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","french_chain1",TRUE,-1.43246943297424
"Y3P_4934","French",3,1,"LISSANE EDDINE IBN ALKHATIB","27199N","french_chain1",TRUE,0.735609282040131
"Y3P_4935","French",3,0,"E OUKBA BNOU NAFII","25341U","french_chain1",TRUE,0.489937395294117
"Y3P_4943","French",3,0,"E OUKBA BNOU NAFII","25341U","french_chain1",TRUE,1.52163840851693
"Y3P_4952","French",3,0,"EL FALAH","18168X","french_chain1",TRUE,0.735609282040133
"Y3P_4958","French",3,0,"EL FALAH","18168X","french_chain1",TRUE,1.21950564767887
"Y3P_4961","French",3,0,"ECOLE PRIMAIRE ERHAMNA","01621L","french_chain1",TRUE,1.3246303130919
"Y3P_4972","French",3,1,"IBNOU MISSKAWAIHE","27772L","french_chain1",TRUE,0.780919979286557
"Y3P_4975","French",3,0,"OULED SIDI ABDENNEBI","01738N","french_chain1",TRUE,-0.962675208301684
"Y3P_4976","French",3,0,"ABI BAKR ESSADDIK","01727B","french_chain1",TRUE,0.0715645413093844
"Y3P_4979","French",3,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,1.03200220095458
"Y3P_4986","French",3,0,"CENTRALE EL AOUNATE","08101E","french_chain1",TRUE,-0.833262608023629
"Y3P_4988","French",3,0,"CENTRALE EL AOUNATE","08101E","french_chain1",TRUE,0.264189158504852
"Y3P_4990","French",3,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","french_chain1",TRUE,0.868335953271177
"Y3P_5006","French",3,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","french_chain1",TRUE,0.992350908612533
"Y3P_5008","French",3,0,"E DRISS BENZAKRI","25969B","french_chain1",TRUE,-1.6255819976143
"Y3P_5018","French",3,0,"E ERRAHMA","20901T","french_chain1",TRUE,0.138398881251486
"Y3P_5019","French",3,1,"EL MAKKI ENNACIRI","27094Z","french_chain1",TRUE,-0.603663813814502
"Y3P_5024","French",3,1,"EL MAKKI ENNACIRI","27094Z","french_chain1",TRUE,1.42514016327818
"Y3P_5034","French",3,1,"ECOLE SIDI ALI","08138V","french_chain1",TRUE,-1.6255819976143
"Y3P_5039","French",3,1,"ECOLE PRIMAIRE ENNOUR","26477D","french_chain1",TRUE,1.35861420112115
"Y3P_5041","French",3,1,"ECOLE PRIMAIRE ENNOUR","26477D","french_chain1",TRUE,1.48988545691649
"Y3P_5056","French",3,0,"E ERRAHMA","20901T","french_chain1",TRUE,0.592384740646353
"Y3P_5059","French",3,0,"ECOLE PRIMAIRE ERHAMNA","01621L","french_chain1",TRUE,1.10904119340073
"Y3P_5075","French",3,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,0.32358734765965
"Y3P_5076","French",3,1,"AL FARABI","27200P","french_chain1",TRUE,-0.4046057677563
"Y3P_5106","French",3,0,"ECOLE PRIMAIRE SOUALEM","14375Z","french_chain1",TRUE,0.868335953271185
"Y3P_5116","French",3,0,"OULED SIDI ABDENNEBI","01738N","french_chain1",TRUE,0.071564541309385
"Y3P_5119","French",3,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","french_chain1",TRUE,-1.10410890872619
"Y3P_5121","French",3,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,1.42514016327818
"Y3P_5145","French",3,0,"E ERRAHMA","20901T","french_chain1",TRUE,0.380906132769905
"Y3P_5151","French",3,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,0.489937395294116
"Y3P_5153","French",3,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,0.436307893898245
"Y3P_5159","French",3,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,1.4577254865272
"Y3P_5165","French",3,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,0.735609282040131
"Y3P_5166","French",3,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,0.54192420874857
"Y3P_5210","French",3,0,"ABI BAKR ESSADDIK","01727B","french_chain1",TRUE,-0.148062717254812
"Y3P_5227","French",3,0,"ECOLE PRIMAIRE SOUALEM","14375Z","french_chain1",TRUE,-1.43246943297424
"Y3P_5270","French",3,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","french_chain1",TRUE,1.21950564767887
"Y3P_5404","French",3,1,"IBNOU MISSKAWAIHE","27772L","french_chain1",TRUE,1.21950564767887
"Y3P_5413","French",3,0,"E OUKBA BNOU NAFII","25341U","french_chain1",TRUE,0.825140378889185
"Y3P_5558","French",3,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,0.641423938505935
"Y3P_559","French",3,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","french_chain1",TRUE,-0.962675208301684
"Y1_121890","French",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","french_chain1",TRUE,-0.0713333345894466
"Y1_54995","French",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","french_chain1",TRUE,0.138398881251488
"Y3P_1117","French",4,1,"ECOLE SIDI ALI","08138V","french_chain1",TRUE,-0.0713333345894467
"Y3P_1134","French",4,1,"AL FARABI","27200P","french_chain1",TRUE,-0.714077309309472
"Y3P_1172","French",4,1,"ECOLE IBN TOUFAIL","27147G","french_chain1",TRUE,-0.962675208301684
"Y3P_1196","French",4,1,"ECOLE TIKNI","08099C","french_chain1",TRUE,-0.962675208301684
"Y3P_1198","French",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,-0.962675208301684
"Y3P_1327","French",4,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,-0.0713333345894458
"Y3P_1524","French",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","french_chain1",TRUE,-0.148062717254811
"Y3P_1542","French",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","french_chain1",TRUE,-0.314169978877258
"Y3P_1582","French",4,0,"E HOMMANE EL FETOUAKI","26461L","french_chain1",TRUE,-0.0713333345894464
"Y3P_1590","French",4,0,"OUM EL BANINE","26368K","french_chain1",TRUE,-0.83326260802363
"Y3P_1606","French",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","french_chain1",TRUE,0.32358734765965
"Y3P_1632","French",4,1,"ENNAHDA","18163S","french_chain1",TRUE,0.138398881251487
"Y3P_1644","French",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","french_chain1",TRUE,0.735609282040131
"Y3P_1654","French",4,1,"IBNOU MISSKAWAIHE","27772L","french_chain1",TRUE,0.264189158504853
"Y3P_1672","French",4,1,"EL MAKKI ENNACIRI","27094Z","french_chain1",TRUE,-0.714077309309473
"Y3P_1678","French",4,1,"ECOLE SIDI ALI","08138V","french_chain1",TRUE,-0.603663813814503
"Y3P_1686","French",4,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,-1.6255819976143
"Y3P_1711","French",4,1,"ECOLE TIKNI","08099C","french_chain1",TRUE,0.380906132769907
"Y3P_1720","French",4,1,"ABDERRAHMANE HJIRA","24457H","french_chain1",TRUE,-0.962675208301685
"Y3P_1731","French",4,1,"ENNAHDA","18163S","french_chain1",TRUE,-0.603663813814504
"Y3P_1747","French",4,0,"ABI BAKR ESSADDIK","01727B","french_chain1",TRUE,-0.833262608023631
"Y3P_1751","French",4,1,"ECOLE TIKNI","08099C","french_chain1",TRUE,0.264189158504852
"Y3P_1774","French",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,-0.83326260802363
"Y3P_1798","French",4,0,"EL FALAH","18168X","french_chain1",TRUE,-0.714077309309472
"Y3P_1819","French",4,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,-0.500832957319056
"Y3P_1840","French",4,0,"ECOLE PRIMAIRE IBNOU TOFAIL","01625R","french_chain1",TRUE,-0.4046057677563
"Y3P_1841","French",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","french_chain1",TRUE,-0.0713333345894469
"Y3P_1842","French",4,1,"ECOLE IBRAHIM ROUDANI","23361S","french_chain1",TRUE,0.138398881251487
"Y3P_1858","French",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","french_chain1",TRUE,0.380906132769905
"Y3P_1864","French",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","french_chain1",TRUE,-0.714077309309473
"Y3P_1893","French",4,0,"EL FALAH","18168X","french_chain1",TRUE,-1.25978643883667
"Y3P_1896","French",4,1,"IBNOU MISSKAWAIHE","27772L","french_chain1",TRUE,-1.25978643883667
"Y3P_1908","French",4,0,"E ERRAHMA","20901T","french_chain1",TRUE,-0.83326260802363
"Y3P_1913","French",4,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,-1.25978643883667
"Y3P_1943","French",4,1,"ECOLE SIDI ALI","08138V","french_chain1",TRUE,-0.603663813814502
"Y3P_1955","French",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","french_chain1",TRUE,-0.714077309309473
"Y3P_1998","French",4,0,"E HOMMANE EL FETOUAKI","26461L","french_chain1",TRUE,-1.84332684733642
"Y3P_2013","French",4,1,"ENNAHDA","18163S","french_chain1",TRUE,-0.4046057677563
"Y3P_2022","French",4,1,"AL FARABI","27200P","french_chain1",TRUE,-0.714077309309473
"Y3P_2063","French",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","french_chain1",TRUE,-0.148062717254812
"Y3P_2094","French",4,0,"E HOMMANE EL FETOUAKI","26461L","french_chain1",TRUE,-0.228846381157125
"Y3P_2146","French",4,0,"ECOLE PRIMAIRE  EL KODS","01788T","french_chain1",TRUE,-0.714077309309473
"Y3P_2172","French",4,1,"EL MAKKI ENNACIRI","27094Z","french_chain1",TRUE,-0.228846381157123
"Y3P_2347","French",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","french_chain1",TRUE,-0.314169978877258
"Y3P_2425","French",4,1,"AL FARABI","27200P","french_chain1",TRUE,-1.10410890872619
"Y3P_2463","French",4,0,"ECOLE PRIMAIRE OUED AL MAKHAZINE","01623N","french_chain1",TRUE,-1.6255819976143
"Y3P_2556","French",4,1,"ECOLE IBN TOUFAIL","27147G","french_chain1",TRUE,-0.714077309309473
"Y3P_2569","French",4,0,"E ERRAHMA","20901T","french_chain1",TRUE,0.489937395294121
"Y3P_2578","French",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,0.436307893898247
"Y3P_2583","French",4,0,"CENTRALE EL AOUNATE","08101E","french_chain1",TRUE,-1.25978643883667
"Y3P_2605","French",4,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,-0.962675208301684
"Y3P_2622","French",4,0,"ABI BAKR ESSADDIK","01727B","french_chain1",TRUE,-0.83326260802363
"Y3P_2623","French",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,-0.4046057677563
"Y3P_2655","French",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","french_chain1",TRUE,-0.714077309309473
"Y3P_2714","French",4,0,"E HOMMANE EL FETOUAKI","26461L","french_chain1",TRUE,-0.962675208301685
"Y3P_2740","French",4,0,"AHMED BOUKMAKH","26501E","french_chain1",TRUE,-1.6255819976143
"Y3P_2756","French",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","french_chain1",TRUE,-0.962675208301684
"Y3P_2790","French",4,0,"E OUKBA BNOU NAFII","25341U","french_chain1",TRUE,-0.962675208301684
"Y3P_2811","French",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","french_chain1",TRUE,-0.833262608023629
"Y3P_2815","French",4,0,"ECOLE PRIMAIRE SOUALEM","14375Z","french_chain1",TRUE,-0.314169978877259
"Y3P_2816","French",4,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,-0.0713333345894461
"Y3P_2818","French",4,1,"AL FARABI","27200P","french_chain1",TRUE,0.592384740646356
"Y3P_2838","French",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,-0.148062717254812
"Y3P_2853","French",4,1,"ECOLE SIDI ALI","08138V","french_chain1",TRUE,-0.14806271725481
"Y3P_2858","French",4,0,"E 11 JANVIER","26108C","french_chain1",TRUE,-1.43246943297424
"Y3P_2861","French",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","french_chain1",TRUE,-0.0713333345894471
"Y3P_2862","French",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","french_chain1",TRUE,0.0715645413093852
"Y3P_2900","French",4,0,"OUM EL BANINE","26368K","french_chain1",TRUE,-0.83326260802363
"Y3P_2901","French",4,0,"E 11 JANVIER","26108C","french_chain1",TRUE,0.00175676946159497
"Y3P_2915","French",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","french_chain1",TRUE,0.323587347659651
"Y3P_2924","French",4,1,"ECOLE IBRAHIM ROUDANI","23361S","french_chain1",TRUE,-0.148062717254811
"Y3P_2939","French",4,1,"EL MAKKI ENNACIRI","27094Z","french_chain1",TRUE,0.489937395294119
"Y3P_2951","French",4,0,"ECOLE PRIMAIRE ERHAMNA","01621L","french_chain1",TRUE,-0.314169978877257
"Y3P_2957","French",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,-0.603663813814503
"Y3P_2966","French",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","french_chain1",TRUE,-0.500832957319057
"Y3P_2969","French",4,0,"E OUKBA BNOU NAFII","25341U","french_chain1",TRUE,-1.10410890872619
"Y3P_3007","French",4,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,-0.404605767756301
"Y3P_3008","French",4,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,0.32358734765965
"Y3P_3012","French",4,1,"ECOLE EL KARIA","08207V","french_chain1",TRUE,-0.0713333345894458
"Y3P_3019","French",4,1,"ECOLE OMAR BNOU ALKHATTAB","14019M","french_chain1",TRUE,0.138398881251487
"Y3P_3067","French",4,1,"ENNAHDA","18163S","french_chain1",TRUE,0.48993739529412
"Y3P_3081","French",4,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,-0.500832957319055
"Y3P_3087","French",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","french_chain1",TRUE,-0.314169978877257
"Y3P_3094","French",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","french_chain1",TRUE,0.32358734765965
"Y3P_3114","French",4,0,"E HOMMANE EL FETOUAKI","26461L","french_chain1",TRUE,-0.714077309309473
"Y3P_3117","French",4,1,"ECOLE PRIMAIRE MED BELHASSAN AL OUAZZANI","01633Z","french_chain1",TRUE,0.323587347659651
"Y3P_3118","French",4,0,"E OUKBA BNOU NAFII","25341U","french_chain1",TRUE,-0.83326260802363
"Y3P_3120","French",4,0,"ECOLE PRIMAIRE  ALI BNOU ABITALEB","25998H","french_chain1",TRUE,-0.603663813814504
"Y3P_3133","French",4,1,"LISSANE EDDINE IBN ALKHATIB","27199N","french_chain1",TRUE,0.00175676946159379
"Y3P_3165","French",4,1,"ECOLE IBRAHIM ROUDANI","23361S","french_chain1",TRUE,-0.0713333345894453
"Y3P_3173","French",4,0,"CENTRALE EL AOUNATE","08101E","french_chain1",TRUE,-1.43246943297424
"Y3P_3206","French",4,1,"ECOLE PRIMAIRE ENNOUR","26477D","french_chain1",TRUE,0.20252865620583
"Y3P_3210","French",4,1,"ECOLE TIKNI","08099C","french_chain1",TRUE,-0.314169978877258
"Y3P_3223","French",4,0,"AHMED BOUKMAKH","26501E","french_chain1",TRUE,-0.714077309309473
"Y3P_3228","French",4,1,"ECOLE ABDELKRIM EL KHATIB","25823T","french_chain1",TRUE,-0.314169978877258
"Y3P_3233","French",4,0,"EL FALAH","18168X","french_chain1",TRUE,-0.228846381157127
"Y3P_3279","French",4,0,"MOHAMED ZERKTOUNI","18165U","french_chain1",TRUE,-0.14806271725481
"Y3P_3292","French",4,0,"ECOLE PRIMAIRE ELMARWA","27527V","french_chain1",TRUE,0.48993739529412
"Y3P_3296","French",4,1,"ECOLE PRIMAIRE MUSTAPHA EL MAANI","14033C","french_chain1",TRUE,-0.500832957319056
"Y3P_3302","French",4,1,"IBN BATTOUTA","08086N","french_chain1",TRUE,0.592384740646356
"Y3P_3326","French",4,1,"ECOLE PRIMAIRE IBN AL HAYTAM","24791W","french_chain1",TRUE,-0.0713333345894462
"Y3P_3339","French",4,1,"ENNAHDA","18163S","french_chain1",TRUE,0.735609282040132
"Y3P_3340","French",4,0,"OULED SIDI ABDENNEBI","01738N","french_chain1",TRUE,0.00175676946159437
"Y3P_3359","French",4,0,"OULED SIDI ABDENNEBI","01738N","french_chain1",TRUE,-1.10410890872619
"Y3P_3362","French",4,1,"ECOLE PRIMAIRE MOHAMED ZARKTOUNI","24698V","french_chain1",TRUE,-0.0713333345894472
